question,intent
Is it normal to have frequent urination and vomiting while taking Insulin?,symptoms
What are the ways to treat chronic telogen effluvium?,general_info
My period has not started even after taking Regestrone. Please help,general_info
I lack concentration in my studies. Kindly help.,general_info
I had pain under breast and armpit following delivery. What could it be?,symptoms
What does streakiness in X-ray of lower lung indicate?,general_info
I am in 13th week of pregnancy and experienced postcoital bleeding twice. Is there any problem?,symptoms
Is it fine to have PCR tests negative but antigen test positive for hepatitis C?,general_info
What does bleeding with a strong odor after masturbation mean?,symptoms
"Among gum, Bupron and Varenicline which is better to quit smoking?",general_info
Which medicine should we give for cough in a kidney transplant patient?,medication
I am suffering from vaginal infection. What are the possiblities to get pregnant?,general_info
Is it advisable for TIA patient to take turmeric and blood thinning medications?,general_info
Will stem cell therapy help in curing sarcoids in ILD patient?,general_info
How much fluoride in toothpaste is good for adults?,general_info
How can I keep my hair healthy?,general_info
Is it normal to have brown discharge after periods while on oral contraceptives?,general_info
Is it normal to bleed after taking emergency contraceptive pill?,emergency
Is it normal to have bleeding in between periods?,symptoms
Will there be withdrawal bleeding if Unwanted 72 is taken for no reason?,symptoms
I am pregnant after two miscarriages. Can I take Progestogen and Aspirin injections?,general_info
Is calcium supplement sufficient for osteoporosis at the age of 31?,general_info
Is it usual for fibroadenoma of the breast to pain during the fertile days?,symptoms
"After sex, had yellow clustered blisters on vagina. What could it be?",general_info
Why does nevus recur?,general_info
What is the treatment for thalassemia major?,general_info
What is the cause for my shoulder pain?,symptoms
What causes frequent urination?,general_info
Why do I have reddish-brown patches on my ankle?,general_info
What is the treatment for swollen turbinates due to rebound congestion?,general_info
Does my MRI report show signs of Huntington's disease?,general_info
What can be done to cure mental trauma given by colleague?,general_info
What causes pain and stinging sensation in the penis?,symptoms
How to overcome light sleep?,general_info
What are the ways to manage fatigue in a patient taking Metformin?,general_info
Kindly tell me the management of heartburn and gas problem.,general_info
Which are the best medicines to reduce blood sugar?,medication
What causes decreased heart rate while lying down?,general_info
Please tell me how can I concentrate on studies?,general_info
Stress echo test was taken for chest pain. Kindly explain.,emergency
I have taken Yasmin in high doses soon after sex. Will I get pregnant?,medication
What causes smelly penis with erection problem and lack of interest in sex?,general_info
What can be done for severe brain fog with a feeling of derealization?,general_info
"Based on my blood reports, can you tell me the cause of my symptoms?",symptoms
I am a diabetic since 8 years. Will me being diabetic affect my baby?,general_info
My baby has flaky white patches on forehead. What can it be?,general_info
Can Levosulpiride and Flupenthixol cause low sexual drive?,general_info
Why do I have irritation when eyes water?,general_info
"Post-pterygium surgery my uncle has a feeling of thick eyelid, why?",general_info
"My mom has skin infection around his face, neck and ear. Please help.",general_info
Kindly explain the treatment for hair loss and irregular periods.,general_info
What are the ways to cure headache and depression caused due to abuse?,symptoms
A 4 year old child has recurrent pus discharge in gums. Please advice.,general_info
Kindly advice me on having sexual contact for the first time.,general_info
I am having rapid mood swings and suicidal thoughts. Kindly advice.,general_info
"My Hb level is low along with giddiness,headache and delayed periods. What to do?",symptoms
Kindly tell me about the common foods or ingredients that trigger migraine.,general_info
Is there a link between stress and health?,general_info
Kindly advise the treatment for sore throat with white bump.,general_info
What is causing frequent headaches in the middle of skull?,symptoms
I have LVH and diastolic dysfunction. How to correct the condition?,general_info
Is it necessary to exclusively breastfeed a newborn?,general_info
Is it true that age affects fertility?,general_info
Is it true that eating habits and certain foods impact sleep?,general_info
There is irregular bleeding from vagina. Kindly help.,symptoms
Am I getting spotting after periods because of Moringa leaf extract?,general_info
"I get recurrent pimples on my cheek, which leaves scars on drying. Please help.",general_info
I have acne marks due to pimples during periods. What has to be done?,general_info
My beta hCG values are 5. 73 and 5. 26. Does it confirm pregnancy?,general_info
Is it safe to apply antifungal cream on the tip of penis?,general_info
What is the frequency to do HIV testing while taking PEP?,general_info
Is it advisable to eat expired food?,general_info
I had abortion at 10 weeks with heterogeneous endometrium in transvaginal scan. Please help.,general_info
Why is there bleeding for over 24 hours after wisdom tooth removal?,symptoms
"I got a wisdom tooth extracted five days back, why is it still bleeding?",symptoms
Please let me know the do's and dont's after wisdom tooth removal.,general_info
I have submucosal uterine fibroid. Will it affect my pregnancy?,general_info
"I am bleeding, four hours after a tooth extraction. What to do?",symptoms
How to improve my daughter's immunity through diet?,prevention
How will a 7 mm uterine fibroid impact my life?,general_info
Please suggest some Ayurvedic medicines to reduce fibroids.,medication
Kindly advise ayurveda treatment for uterine fibroid.,general_info
